My Prev,Incoming Shot,Incoming Direction,Opponent Previous,Outgoing Direction,Outgoing Shot,Point Winner,Rally,Serving,Serve,Second Prev,Opponent_2nd,Prev Shot,Surface
1,forehand groundstoke,right,2,right,forehand groundstoke,1,6,yes,body,3,1,backhand groundstroke,Clay
1,forehand groundstoke,right,2,middle,forehand groundstoke,1,8,yes,down the t,2,3,forehand groundstoke,Clay
1,forehand groundstoke,right,1,left,forehand groundstoke,1,10,yes,out wide,2,3,forehand groundstoke,Clay
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,14,yes,body,3,3,backhand groundstroke,Clay
2,forehand groundstoke,middle,1,right,backhand dropshot,1,4,yes,down the t,1,2,down the t,Clay
1,backhand groundstroke,right,3,left,forehand groundstoke,1,8,yes,body,3,3,backhand groundstroke,Clay
3,forehand groundstoke,left,2,middle,backhand slice,0,8,yes,down the t,3,2,backhand groundstroke,Clay
1,forehand groundstoke,right,1,middle,forehand groundstoke,0,4,yes,out wide,1,1,out wide,Clay
3,backhand groundstroke,left,1,left,backhand groundstroke,1,4,yes,body,1,3,body,Clay
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,8,yes,down the t,2,1,forehand groundstoke,Clay
3,forehand groundstoke,left,2,left,backhand groundstroke,1,18,yes,body,3,3,backhand groundstroke,Clay
2,backhand groundstroke,middle,2,left,forehand groundstoke,0,5,yes,down the t,2,1,forehand groundstoke,Clay
3,forehand groundstoke,left,1,middle,backhand groundstroke,1,6,yes,down the t,2,1,forehand groundstoke,Clay
3,forehand groundstoke,left,1,left,backhand slice,0,9,yes,out wide,1,1,forehand groundstoke,Clay
3,backhand groundstroke,left,3,left,backhand groundstroke,0,11,yes,down the t,1,3,forehand groundstoke,Clay
2,backhand groundstroke,middle,2,middle,forehand groundstoke,0,7,yes,body,2,1,forehand groundstoke,Clay
1,backhand groundstroke,right,3,right,forehand groundstoke,1,10,yes,out wide,3,1,backhand slice,Clay
1,backhand groundstroke,right,1,middle,forehand groundstoke,0,3,yes,body,1,1,body,Clay
1,forehand groundstoke,right,1,middle,forehand groundstoke,1,6,yes,body,2,1,forehand groundstoke,Clay
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Clay
3,forehand groundstoke,left,1,right,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Clay
1,backhand groundstroke,right,2,middle,forehand slice,1,12,yes,down the t,3,2,backhand groundstroke,Clay
1,forehand groundstoke,right,1,right,forehand groundstoke,1,4,yes,down the t,1,1,down the t,Clay
1,forehand groundstoke,right,1,right,forehand groundstoke,0,3,yes,out wide,1,1,out wide,Clay
1,forehand groundstoke,right,3,right,forehand lob,0,13,yes,down the t,3,3,backhand slice,Clay
2,backhand groundstroke,middle,1,left,backhand groundstroke,0,3,yes,down the t,1,2,down the t,Clay
3,backhand groundstroke,left,3,left,backhand groundstroke,0,24,yes,out wide,3,2,backhand groundstroke,Clay
3,forehand groundstoke,left,1,left,backhand groundstroke,1,5,yes,body,2,1,backhand dropshot,Clay
2,backhand groundstroke,middle,3,left,backhand slice,1,12,yes,out wide,3,3,backhand groundstroke,Clay
3,backhand groundstroke,left,1,right,backhand lob,1,4,yes,down the t,1,3,down the t,Clay
1,backhand overhead,right,6,right,forehand groundstoke,0,7,yes,body,3,1,backhand lob,Clay
1,backhand groundstroke,right,3,right,forehand groundstoke,0,6,yes,down the t,2,1,backhand groundstroke,Clay
1,forehand groundstoke,right,1,left,forehand groundstoke,0,12,yes,down the t,2,2,forehand groundstoke,Clay
1,forehand groundstoke,right,2,right,forehand groundstoke,0,11,yes,down the t,3,2,backhand groundstroke,Clay
1,forehand groundstoke,right,3,right,forehand groundstoke,0,12,yes,down the t,3,3,backhand slice,Clay
1,forehand groundstoke,right,2,right,forehand slice,0,7,yes,body,3,3,backhand slice,Clay
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Clay
3,forehand slice,left,1,right,forehand groundstoke,0,5,yes,out wide,2,1,forehand groundstoke,Clay
2,backhand groundstroke,middle,3,right,backhand groundstroke,0,7,yes,body,3,3,backhand slice,Clay
2,forehand groundstoke,middle,1,right,backhand groundstroke,0,3,yes,body,1,2,body,Clay
2,backhand groundstroke,middle,3,right,forehand groundstoke,1,5,yes,body,3,1,backhand groundstroke,Clay
3,backhand groundstroke,left,3,left,backhand groundstroke,0,8,yes,body,3,3,backhand slice,Clay
3,backhand groundstroke,left,2,left,backhand slice,0,5,yes,body,1,1,forehand groundstoke,Clay
3,backhand groundstroke,left,1,middle,backhand slice,0,3,yes,body,1,3,body,Clay
1,forehand groundstoke,right,1,left,forehand groundstoke,1,3,yes,out wide,1,1,out wide,Clay
3,backhand groundstroke,left,3,left,backhand lob,1,5,yes,body,3,1,backhand dropshot,Clay
2,forehand groundstoke,middle,1,right,backhand dropshot,1,3,yes,out wide,1,2,out wide,Clay
3,backhand groundstroke,left,1,left,backhand groundstroke,1,4,yes,body,1,3,body,Clay
6,forehand groundstoke,left,1,right,backhand volley,1,5,yes,down the t,2,1,forehand groundstoke,Clay
5,forehand groundstoke,middle,1,left,forehand swing volley,1,3,yes,out wide,1,5,out wide,Clay
3,forehand groundstoke,left,3,left,backhand slice,0,15,yes,body,3,2,backhand slice,Clay
3,backhand groundstroke,left,3,right,backhand groundstroke,0,5,yes,down the t,1,1,forehand groundstoke,Clay
3,forehand groundstoke,left,2,left,backhand slice,1,10,yes,body,3,3,backhand groundstroke,Clay
2,forehand groundstoke,middle,1,right,backhand groundstroke,0,3,yes,down the t,1,2,down the t,Clay
2,forehand groundstoke,middle,2,right,forehand groundstoke,1,6,yes,body,3,1,backhand groundstroke,Clay
2,backhand groundstroke,middle,1,right,forehand dropshot,0,4,yes,body,1,2,body,Clay
1,backhand dropshot,right,3,left,forehand groundstoke,1,9,yes,body,3,3,backhand slice,Clay
3,backhand slice,left,3,right,backhand groundstroke,1,19,yes,body,2,1,forehand groundstoke,Clay
3,forehand groundstoke,left,2,left,backhand groundstroke,1,6,yes,out wide,3,1,backhand groundstroke,Clay
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Clay
2,backhand groundstroke,middle,3,left,forehand groundstoke,1,7,yes,out wide,3,3,backhand groundstroke,Clay
3,backhand groundstroke,left,1,left,forehand groundstoke,0,3,yes,out wide,1,3,out wide,Clay
3,forehand groundstoke,left,1,right,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Clay
1,forehand groundstoke,right,2,middle,forehand slice,0,16,yes,down the t,1,2,forehand groundstoke,Clay
2,backhand groundstroke,middle,1,right,backhand dropshot,1,4,yes,down the t,1,2,down the t,Clay
3,backhand groundstroke,left,1,right,forehand groundstoke,1,4,yes,body,1,3,body,Clay
1,forehand groundstoke,right,1,left,forehand groundstoke,1,4,yes,down the t,1,1,down the t,Clay
3,backhand groundstroke,left,1,left,backhand slice,0,4,yes,body,1,3,body,Clay
3,forehand groundstoke,left,2,middle,backhand groundstroke,0,12,yes,body,1,2,forehand groundstoke,Clay
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Clay
2,backhand groundstroke,middle,3,right,forehand groundstoke,0,5,yes,body,2,1,forehand groundstoke,Clay
3,backhand groundstroke,left,3,right,backhand groundstroke,1,11,yes,down the t,2,2,backhand groundstroke,Clay
3,backhand groundstroke,left,1,right,backhand groundstroke,0,3,yes,body,1,3,body,Clay
3,forehand groundstoke,left,3,left,backhand slice,1,6,yes,down the t,2,1,forehand groundstoke,Clay
3,forehand slice,left,1,left,forehand groundstoke,1,5,yes,body,1,1,backhand groundstroke,Clay
3,backhand groundstroke,left,1,left,forehand groundstoke,0,3,yes,down the t,1,3,down the t,Clay
1,forehand groundstoke,right,2,right,forehand groundstoke,0,7,yes,down the t,3,3,backhand groundstroke,Clay
2,backhand groundstroke,middle,1,left,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Clay
2,backhand groundstroke,middle,2,middle,forehand groundstoke,0,12,yes,body,1,2,forehand groundstoke,Clay
1,forehand groundstoke,right,1,right,forehand groundstoke,1,3,yes,out wide,1,1,out wide,Clay
2,backhand lob,middle,3,middle,forehand groundstoke,0,11,yes,out wide,1,3,forehand groundstoke,Clay
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Clay
1,backhand volley,right,6,right,forehand groundstoke,1,9,yes,out wide,3,3,backhand slice,Clay
3,backhand slice,left,3,middle,backhand groundstroke,1,9,yes,down the t,3,3,backhand dropshot,Clay
3,backhand groundstroke,left,1,right,backhand groundstroke,0,3,yes,body,1,3,body,Clay
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,7,yes,down the t,2,1,backhand groundstroke,Clay
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Hard
5,forehand groundstoke,middle,1,left,forehand volley,1,15,yes,down the t,2,3,forehand groundstoke,Hard
1,forehand groundstoke,right,1,middle,forehand groundstoke,0,5,yes,down the t,2,1,forehand groundstoke,Hard
3,forehand groundstoke,left,2,middle,backhand slice,0,6,yes,body,2,1,forehand groundstoke,Hard
3,forehand dropshot,left,3,left,backhand groundstroke,0,11,yes,body,3,2,backhand slice,Hard
2,forehand groundstoke,middle,2,middle,forehand groundstoke,0,14,yes,body,3,3,backhand groundstroke,Hard
2,backhand groundstroke,middle,3,right,backhand dropshot,0,6,yes,body,2,1,backhand groundstroke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,16,yes,out wide,2,3,forehand groundstoke,Hard
2,backhand groundstroke,middle,1,middle,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
2,backhand groundstroke,middle,3,middle,backhand groundstroke,1,12,yes,down the t,2,2,forehand groundstoke,Hard
1,backhand groundstroke,right,3,right,forehand groundstoke,1,6,yes,down the t,2,1,backhand groundstroke,Hard
2,backhand slice,middle,1,left,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Hard
1,backhand groundstroke,right,3,right,forehand groundstoke,1,16,yes,down the t,3,1,backhand slice,Hard
3,forehand groundstoke,left,2,right,backhand slice,0,7,yes,down the t,2,3,backhand groundstroke,Hard
3,backhand slice,left,3,right,backhand groundstroke,1,23,yes,down the t,1,1,forehand groundstoke,Hard
2,backhand slice,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
3,forehand groundstoke,left,1,middle,backhand slice,0,11,yes,out wide,3,2,backhand groundstroke,Hard
3,backhand slice,left,3,left,backhand groundstroke,0,25,yes,down the t,3,3,backhand slice,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,11,yes,out wide,3,2,backhand slice,Hard
1,forehand groundstoke,right,2,right,forehand groundstoke,0,13,yes,out wide,3,3,backhand groundstroke,Hard
2,backhand groundstroke,middle,1,middle,backhand groundstroke,0,3,yes,out wide,1,2,out wide,Hard
3,forehand groundstoke,left,2,middle,backhand slice,1,16,yes,body,1,2,forehand groundstoke,Hard
2,backhand groundstroke,middle,1,middle,forehand groundstoke,1,4,yes,body,1,2,body,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,4,yes,down the t,1,1,down the t,Hard
3,backhand slice,left,3,right,backhand groundstroke,1,24,yes,body,3,3,backhand groundstroke,Hard
6,backhand groundstroke,left,3,right,backhand volley,1,5,yes,out wide,2,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Hard
1,forehand swing volley,right,5,middle,forehand lob,0,21,yes,body,1,2,forehand slice,Hard
2,backhand groundstroke,middle,3,right,backhand groundstroke,1,20,yes,body,3,3,backhand groundstroke,Hard
4,backhand slice,right,3,right,forehand swing volley,1,7,yes,down the t,2,3,forehand groundstoke,Hard
5,forehand groundstoke,middle,1,left,forehand volley,0,19,yes,out wide,2,1,forehand groundstoke,Hard
2,backhand slice,middle,1,right,backhand dropshot,1,4,yes,down the t,1,2,down the t,Hard
2,backhand slice,middle,3,right,forehand groundstoke,0,13,yes,down the t,3,1,backhand groundstroke,Hard
5,backhand lob,middle,3,right,forehand overhead,1,11,yes,out wide,2,1,forehand groundstoke,Hard
1,backhand groundstroke,right,3,middle,forehand groundstoke,1,22,yes,down the t,3,3,backhand slice,Hard
2,backhand volley,middle,6,middle,forehand groundstoke,0,16,yes,out wide,1,3,forehand groundstoke,Hard
3,forehand groundstoke,left,1,middle,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,10,yes,out wide,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,1,middle,backhand slice,0,4,yes,down the t,1,3,down the t,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,0,3,yes,body,1,2,body,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,5,yes,body,2,1,backhand groundstroke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,25,yes,down the t,3,2,backhand groundstroke,Hard
1,forehand groundstoke,right,1,middle,forehand groundstoke,0,3,yes,out wide,1,1,out wide,Hard
3,forehand groundstoke,left,2,middle,backhand lob,0,6,yes,body,1,1,forehand groundstoke,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
1,backhand dropshot,right,3,right,forehand groundstoke,1,17,yes,down the t,3,1,backhand slice,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
5,forehand lob,middle,2,left,forehand overhead,1,7,yes,out wide,5,3,forehand overhead,Hard
3,forehand groundstoke,left,3,right,backhand groundstroke,0,5,yes,out wide,3,1,backhand slice,Hard
1,backhand dropshot,right,3,left,forehand groundstoke,1,16,yes,out wide,1,2,forehand groundstoke,Hard
1,backhand groundstroke,right,3,right,forehand groundstoke,0,16,yes,out wide,3,2,backhand groundstroke,Hard
3,backhand groundstroke,left,3,middle,backhand groundstroke,0,6,yes,down the t,2,1,backhand groundstroke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,6,yes,out wide,3,1,backhand groundstroke,Hard
2,forehand slice,middle,1,right,forehand groundstoke,0,25,yes,out wide,2,2,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,12,yes,down the t,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,1,10,yes,down the t,1,1,forehand groundstoke,Hard
3,backhand slice,left,1,right,backhand groundstroke,0,3,yes,down the t,1,3,down the t,Hard
2,backhand groundstroke,middle,3,left,backhand groundstroke,1,6,yes,body,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,3,middle,forehand groundstoke,0,9,yes,out wide,3,3,backhand groundstroke,Hard
3,forehand groundstoke,left,1,right,backhand groundstroke,0,7,yes,out wide,1,3,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,13,yes,out wide,2,2,forehand groundstoke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,1,7,yes,down the t,2,3,backhand groundstroke,Hard
2,backhand slice,middle,3,left,forehand groundstoke,1,13,yes,down the t,2,1,forehand groundstoke,Hard
3,backhand slice,left,1,right,backhand groundstroke,1,3,yes,down the t,1,3,down the t,Hard
2,backhand groundstroke,middle,3,right,backhand groundstroke,0,13,yes,out wide,2,3,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Hard
5,backhand groundstroke,middle,3,right,backhand volley,0,6,yes,down the t,2,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,21,yes,out wide,2,3,forehand groundstoke,Hard
2,backhand slice,middle,1,left,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,5,yes,out wide,3,1,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,3,yes,out wide,1,2,out wide,Hard
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Hard
2,backhand groundstroke,middle,3,right,backhand groundstroke,0,13,yes,body,3,3,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,12,yes,out wide,3,2,backhand groundstroke,Hard
3,backhand groundstroke,left,3,middle,backhand slice,0,5,yes,down the t,2,1,forehand groundstoke,Hard
3,backhand groundstroke,left,1,middle,backhand slice,0,3,yes,body,1,3,body,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,8,yes,body,2,3,forehand groundstoke,Hard
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
1,forehand groundstoke,right,1,right,forehand slice,1,4,yes,down the t,1,1,down the t,Hard
3,backhand slice,left,3,right,backhand dropshot,0,9,yes,down the t,3,3,backhand groundstroke,Hard
3,forehand groundstoke,left,2,right,backhand groundstroke,0,7,yes,down the t,1,3,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,4,yes,down the t,1,2,down the t,Hard
1,forehand slice,right,1,left,forehand groundstoke,1,3,yes,out wide,1,1,out wide,Hard
3,backhand groundstroke,left,1,middle,backhand groundstroke,1,4,yes,out wide,1,3,out wide,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,7,yes,out wide,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,2,right,backhand groundstroke,0,7,yes,down the t,1,1,forehand groundstoke,Hard
3,forehand dropshot,left,3,left,backhand slice,1,13,yes,out wide,3,3,backhand slice,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,1,8,yes,body,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,7,yes,out wide,2,1,forehand groundstoke,Hard
2,backhand slice,middle,1,right,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
2,backhand groundstroke,middle,3,right,backhand groundstroke,0,13,yes,out wide,2,1,backhand groundstroke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,8,yes,down the t,2,3,backhand groundstroke,Hard
1,forehand groundstoke,right,1,left,forehand slice,0,9,yes,down the t,1,1,forehand groundstoke,Hard
3,forehand groundstoke,left,1,middle,backhand slice,0,3,yes,out wide,1,3,out wide,Hard
3,backhand groundstroke,left,3,middle,backhand slice,0,15,yes,down the t,1,2,forehand groundstoke,Hard
1,forehand groundstoke,right,1,middle,forehand groundstoke,1,8,yes,out wide,3,2,backhand groundstroke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,0,9,yes,down the t,2,3,backhand groundstroke,Hard
1,backhand groundstroke,right,3,right,forehand groundstoke,1,10,yes,out wide,3,3,backhand groundstroke,Hard
3,backhand groundstroke,left,2,right,backhand groundstroke,0,7,yes,body,2,2,forehand groundstoke,Hard
3,forehand groundstoke,left,3,middle,backhand groundstroke,1,6,yes,body,3,1,backhand groundstroke,Hard
2,backhand slice,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
3,forehand groundstoke,left,3,middle,backhand groundstroke,1,6,yes,body,2,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,0,4,yes,down the t,1,2,down the t,Hard
2,backhand slice,middle,1,right,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
2,forehand groundstoke,middle,2,right,forehand groundstoke,0,7,yes,down the t,2,2,backhand groundstroke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,3,yes,down the t,1,1,down the t,Hard
2,forehand slice,middle,1,right,backhand dropshot,1,4,yes,out wide,1,2,out wide,Hard
3,forehand groundstoke,left,1,middle,backhand slice,0,9,yes,down the t,1,2,forehand groundstoke,Hard
3,backhand slice,left,3,left,forehand groundstoke,1,6,yes,out wide,3,1,backhand groundstroke,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,0,11,yes,out wide,1,3,forehand groundstoke,Hard
6,backhand groundstroke,left,3,right,backhand volley,1,5,yes,down the t,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,3,right,forehand groundstoke,0,5,yes,down the t,3,1,backhand groundstroke,Hard
1,forehand groundstoke,right,3,right,forehand groundstoke,0,11,yes,out wide,3,3,backhand groundstroke,Hard
3,backhand slice,left,1,right,forehand groundstoke,1,3,yes,out wide,1,3,out wide,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,8,yes,out wide,3,2,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,5,yes,body,2,1,forehand groundstoke,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,13,yes,out wide,3,3,backhand groundstroke,Hard
1,backhand groundstroke,right,1,right,forehand groundstoke,1,4,yes,body,1,1,body,Hard
1,backhand groundstroke,right,1,right,forehand groundstoke,1,4,yes,down the t,1,1,down the t,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,0,9,yes,out wide,1,2,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,1,12,yes,down the t,1,3,forehand groundstoke,Hard
3,backhand groundstroke,left,1,right,backhand slice,0,3,yes,body,1,3,body,Hard
3,forehand groundstoke,left,2,left,backhand groundstroke,0,19,yes,body,3,1,backhand groundstroke,Hard
3,backhand groundstroke,left,3,middle,backhand slice,0,14,yes,out wide,2,2,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,12,yes,out wide,1,1,forehand groundstoke,Hard
5,backhand slice,middle,3,left,forehand volley,1,13,yes,out wide,2,1,backhand groundstroke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,26,yes,down the t,2,2,forehand groundstoke,Hard
1,backhand slice,right,3,right,forehand groundstoke,0,7,yes,down the t,2,1,forehand groundstoke,Hard
5,backhand slice,middle,1,middle,forehand swing volley,1,4,yes,down the t,1,5,down the t,Hard
2,backhand groundstroke,middle,3,left,forehand groundstoke,1,8,yes,down the t,3,3,backhand groundstroke,Hard
3,backhand groundstroke,left,1,left,backhand groundstroke,1,4,yes,body,1,3,body,Hard
3,backhand groundstroke,left,1,right,backhand groundstroke,0,3,yes,body,1,3,body,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,6,yes,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,16,yes,out wide,3,3,backhand groundstroke,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,0,3,yes,out wide,1,2,out wide,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,8,yes,down the t,1,3,forehand groundstoke,Hard
6,backhand slice,left,3,left,backhand volley,1,5,yes,out wide,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,5,yes,body,2,1,forehand groundstoke,Hard
1,backhand groundstroke,right,1,left,forehand groundstoke,1,3,yes,down the t,1,1,down the t,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,0,11,yes,down the t,3,2,backhand groundstroke,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Hard
3,forehand groundstoke,left,2,right,backhand groundstroke,1,6,yes,down the t,3,1,backhand groundstroke,Hard
1,forehand slice,right,2,right,forehand groundstoke,1,14,yes,down the t,3,3,backhand slice,Hard
3,forehand groundstoke,left,1,middle,backhand slice,0,12,yes,out wide,3,2,backhand groundstroke,Hard
2,backhand groundstroke,middle,1,middle,backhand groundstroke,0,3,yes,out wide,1,2,out wide,Hard
2,forehand slice,middle,1,left,forehand groundstoke,0,3,yes,out wide,1,2,out wide,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,0,5,yes,out wide,1,1,forehand groundstoke,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,6,yes,down the t,2,1,backhand groundstroke,Hard
3,backhand slice,left,3,right,backhand groundstroke,1,12,yes,down the t,3,3,backhand groundstroke,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,1,6,yes,out wide,2,1,backhand groundstroke,Hard
3,backhand groundstroke,left,1,right,backhand groundstroke,0,3,yes,body,1,3,body,Hard
3,backhand groundstroke,left,3,left,backhand groundstroke,1,8,yes,body,3,2,backhand groundstroke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,1,4,yes,out wide,1,1,out wide,Hard
3,forehand groundstoke,left,1,left,backhand groundstroke,1,18,yes,down the t,1,3,forehand lob,Hard
2,backhand groundstroke,middle,3,left,backhand groundstroke,0,7,yes,down the t,2,3,backhand groundstroke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,3,yes,out wide,1,1,out wide,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,1,6,yes,out wide,3,1,backhand groundstroke,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Hard
3,backhand groundstroke,left,3,left,forehand groundstoke,1,5,yes,down the t,2,1,forehand groundstoke,Hard
3,forehand groundstoke,left,1,right,backhand dropshot,0,4,yes,down the t,1,3,down the t,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Hard
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,4,yes,body,1,1,body,Hard
3,backhand groundstroke,left,3,right,backhand groundstroke,0,5,yes,down the t,2,1,forehand groundstoke,Hard
1,forehand groundstoke,right,2,middle,forehand groundstoke,1,6,yes,body,2,1,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,0,3,yes,down the t,1,2,down the t,Hard
2,backhand slice,middle,3,right,forehand groundstoke,1,6,yes,down the t,2,1,backhand slice,Hard
2,forehand groundstoke,middle,1,middle,backhand groundstroke,1,4,yes,out wide,1,2,out wide,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,3,yes,body,1,1,body,Hard
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
3,backhand groundstroke,left,3,middle,backhand groundstroke,1,6,yes,down the t,2,1,backhand groundstroke,Hard
1,forehand groundstoke,right,1,left,forehand groundstoke,0,9,yes,body,3,1,backhand groundstroke,Hard
3,backhand groundstroke,left,1,left,backhand groundstroke,1,4,yes,out wide,1,3,out wide,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,6,yes,body,1,1,forehand groundstoke,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,0,9,yes,down the t,2,3,forehand groundstoke,Hard
2,forehand groundstoke,middle,1,middle,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Hard
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,3,yes,out wide,1,2,out wide,Hard
3,backhand slice,left,1,left,forehand groundstoke,1,3,yes,out wide,1,3,out wide,Hard
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,3,yes,body,1,2,body,Hard
1,forehand groundstoke,right,1,right,forehand groundstoke,1,8,yes,body,3,2,backhand groundstroke,Hard
1,forehand groundstoke,right,1,middle,forehand groundstoke,1,8,yes,down the t,1,3,forehand groundstoke,Hard
